Group,Status,Priority,Via,Created at,Updated at,Assigned at,Initially assigned at,Solved at,Resolution time,Satisfaction Score,Reopens,Replies,FRPTIMWBH,FRPTIM,FRSTIMWBH,FRSTIM,FRTIMWBH,RWTIM,RWTIMWBH,MTOC
Support,Closed,Low,Internal Communication,2023-04-18 17:30:00,2023-06-07 19:39:00,2023-04-18 17:41:00,2023-04-18 17:41:00,2023-05-18 19:00:00.000000000,514.5,Offered,4,5.0,1150.0,2590.0,1150.0,30808.5,15526.0,6821.0,3221.0,Not Fill
Support,Closed,Low,Mail,2023-04-18 17:39:00,2023-06-07 06:45:00,2023-04-18 18:19:00,2023-04-18 18:19:00,2023-05-10 07:57:00.000000000,514.5,4,4,6.0,85.0,960.0,240.0,30808.5,15321.0,12970.0,5884.0,Is my treatment covered (IMTC)
Support,Closed,Low,Internal Communication,2023-04-18 20:30:00,2023-06-01 06:08:00,2023-04-19 10:26:00,2023-04-19 10:26:00,2023-05-03 20:44:00.000000000,360.0,Offered,4,3.0,118.0,8472.0,4152.0,21614.0,10814.0,15877.0,7957.0,Is my treatment covered (IMTC)
Reimbursement Claims,Closed,Low,Mail,2023-04-20 17:04:00,2023-06-14 13:36:00,2023-04-20 17:46:00,2023-04-20 17:46:00,2023-05-25 13:09:00.000000000,514.5,Offered,4,6.0,1066.0,2506.0,1066.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Reimbursement Claims,Solved,Low,Mail,2023-04-21 12:48:00,2023-06-05 14:22:00,2023-04-21 16:30:00,2023-04-21 16:30:00,2023-06-05 14:22:00.000000000,514.5,Offered,4,6.0,249.0,249.0,249.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Support,Solved,Low,Mail,2023-04-22 19:14:00,2023-06-06 13:00:00,2023-05-08 08:58:00,2023-04-23 12:31:00,2023-06-06 13:00:00.000000000,514.5,4,4,5.0,358.0,1078.0,358.0,30808.5,15526.0,25041.0,12081.0,Claims
Support,Closed,Low,Mail,2023-04-23 10:32:00,2023-06-12 12:37:00,2023-06-07 14:21:00,2023-04-23 12:31:00,2023-05-23 12:00:00.000000000,514.5,Offered,4,6.0,138.0,4419.0,2259.0,30808.5,15526.0,7124.0,3524.0,Is my treatment covered (IMTC)
Endorsements,Closed,Low,OutBound,2023-04-24 10:23:00,2023-05-27 06:08:00,2023-04-24 10:23:00,2023-04-24 10:23:00,2023-04-28 11:35:00.000000000,97.0,Offered,4,4.0,35.0,0.0,0.0,5832.0,2952.0,118.0,118.0,Not Fill
Support,Open,Low,Mail,2023-04-24 14:37:00,2023-06-16 12:42:00,2023-05-03 22:33:00,2023-04-24 14:51:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,4,6.0,38.0,1170.0,450.0,12323.522002085505,6201.2645116440735,28951.5,14738.5,Claims
Reimbursement Claims,Closed,Low,Mail,2023-04-24 16:33:00,2023-06-12 16:37:00,2023-04-24 18:08:00,2023-04-24 18:08:00,2023-05-23 15:45:00.000000000,514.5,Offered,4,6.0,182.0,182.0,182.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Reimbursement Claims,Solved,Low,OutBound,2023-04-25 17:58:00,2023-06-07 19:04:00,2023-04-25 17:58:00,2023-04-25 17:58:00,2023-06-07 19:04:00.000000000,514.5,Offered,4,6.0,1979.0,0.0,0.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Reimbursement Claims,Hold,Low,Mail,2023-04-26 20:19:00,2023-05-05 12:34:00,2023-04-27 14:41:00,2023-04-27 14:41:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,4,6.0,574.0,1294.0,574.0,12323.522002085505,6201.2645116440735,8873.0,4098.0,Not Fill
Support,Solved,Low,Mail,2023-04-27 14:24:00,2023-06-15 10:59:00,2023-04-28 16:08:00,2023-04-27 14:26:00,2023-06-15 10:59:00.000000000,514.5,Offered,4,6.0,473.0,7341.0,3741.0,30808.5,15526.0,28951.5,14738.5,Claims
Support,Open,Low,Mail,2023-04-27 16:04:00,2023-06-17 17:25:00,2023-04-27 16:45:00,2023-04-27 16:45:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,4,6.0,50.0,10260.0,5220.0,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Support,Closed,Low,Internal Communication,2023-04-28 10:48:00,2023-06-12 10:32:00,2023-04-28 10:52:00,2023-04-28 10:52:00,2023-05-23 10:14:00.000000000,514.5,Offered,4,6.0,1.0,9086.0,4766.0,30808.5,15526.0,13174.0,6549.0,Network or Blacklisted Hospitals
Endorsements,Closed,Low,OutBound,2023-04-28 12:18:00,2023-06-07 06:44:00,2023-04-28 12:18:00,2023-04-28 12:18:00,2023-05-12 15:11:00.000000000,339.0,Offered,4,4.0,4363.28487460815,18681.0,9321.0,20333.0,10253.0,250.0,250.0,Not Fill
Support,Closed,Low,Mail,2023-04-28 12:45:00,2023-06-01 06:08:00,2023-04-28 12:47:00,2023-04-28 12:47:00,2023-05-03 14:28:00.000000000,122.0,4,4,6.0,15.0,15.0,15.0,7303.0,3703.0,6214.0,2618.0,Not Fill
Reimbursement Claims,Hold,Low,Closed Ticket,2023-04-29 16:10:00,2023-06-16 18:50:00,2023-05-01 18:39:00,2023-05-01 18:39:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,4,6.0,1690.0,3130.0,1690.0,12323.522002085505,6201.2645116440735,27086.0,13934.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-29 18:03:00,2023-06-07 06:44:00,2023-05-01 18:38:00,2023-05-01 18:38:00,2023-05-16 11:36:00.000000000,402.0,Offered,4,6.0,1781.0,3941.0,1781.0,24093.0,11853.0,23766.0,11526.0,Not Fill
Support,Hold,Low,Mail,2023-04-30 14:43:00,2023-06-16 15:47:00,2023-06-16 15:42:00,2023-04-30 16:51:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,4,6.0,1216.0,24874.0,12791.5,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-05-01 11:24:00,2023-06-03 06:08:00,2023-05-01 18:55:00,2023-05-01 18:55:00,2023-05-05 12:29:00.000000000,97.0,Offered,4,3.0,1242.0,1962.0,1242.0,5825.0,2945.0,3741.0,2356.0,Not Fill
Support,Closed,Low,Internal Communication,2023-05-02 12:04:00,2023-06-13 10:33:00,2023-05-02 12:08:00,2023-05-02 12:08:00,2023-05-24 09:56:00.000000000,514.5,Offered,4,3.0,56.0,1540.0,820.0,30808.5,15526.0,2635.0,1195.0,Claims
Support,Closed,Low,Closed Ticket,2023-05-02 13:09:00,2023-06-14 00:34:00,2023-05-02 17:51:00,2023-05-02 17:51:00,2023-05-25 00:15:00.000000000,514.5,Offered,4,5.0,471.0,481.0,471.0,30808.5,15526.0,28951.5,14738.5,Is my treatment covered (IMTC)
Reimbursement Claims,Hold,Low,Mail,2023-05-02 20:15:00,2023-06-16 17:51:00,2023-05-02 22:13:00,2023-05-02 22:13:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,4,3.0,45.0,143.0,45.0,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Support,Closed,Low,Mail,2023-05-02 21:11:00,2023-06-14 09:33:00,2023-05-03 08:21:00,2023-05-03 08:21:00,2023-05-25 09:04:00.000000000,514.5,4,4,3.0,17.0,725.0,17.0,30808.5,15526.0,2303.0,182.0,Not Fill
Support,Open,Low,Mail,2023-05-03 16:58:00,2023-06-16 19:41:00,2023-05-18 10:25:00,2023-05-03 17:55:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,4,6.0,93.0,24874.0,12791.5,12323.522002085505,6201.2645116440735,28951.5,14738.5,Claims
Reimbursement Claims,Solved,Low,Mail,2023-05-04 14:26:00,2023-06-06 21:05:00,2023-05-04 17:21:00,2023-05-04 17:21:00,2023-06-06 21:05:00.000000000,514.5,Offered,4,5.0,394.0,551.0,394.0,30808.5,15526.0,25261.0,13024.0,Not Fill
Reimbursement Claims,Solved,Low,OutBound,2023-05-04 16:28:00,2023-06-13 12:22:00,2023-05-04 16:28:00,2023-05-04 16:28:00,2023-06-13 12:22:00.000000000,514.5,Offered,4,6.0,2557.0,0.0,0.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Support,Hold,Low,Mail,2023-05-07 09:58:00,2023-06-13 11:48:00,2023-06-05 17:46:00,2023-05-07 12:03:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,4,3.0,176.0,1713.0,993.0,12323.522002085505,6201.2645116440735,28951.5,14738.5,Manage dependents
Support,Hold,Low,Internal Communication,2023-05-08 10:15:00,2023-05-23 17:31:00,2023-05-08 11:21:00,2023-05-08 11:21:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,4,1.0,74.0,74.0,74.0,12323.522002085505,6201.2645116440735,432.0,432.0,Not Fill
Reimbursement Claims,Closed,Low,OutBound,2023-05-10 14:20:00,2023-06-12 11:33:00,2023-05-10 14:20:00,2023-05-10 14:20:00,2023-05-23 10:34:00.000000000,308.0,Offered,4,6.0,521.0,1465.0,745.0,18494.0,9134.0,16558.0,7917.0,Not Fill
Support,Solved,Low,Internal Communication,2023-05-11 14:54:00,2023-06-07 12:10:00,2023-05-11 15:46:00,2023-05-11 15:46:00,2023-06-07 12:10:00.000000000,514.5,Offered,4,4.0,324.0,1338.0,618.0,30808.5,15526.0,8329.0,4009.0,Not Fill
Support,Closed,Low,Mail,2023-05-21 11:52:00,2023-06-12 13:38:00,2023-05-21 13:55:00,2023-05-21 13:55:00,2023-05-23 12:33:00.000000000,49.0,Offered,4,2.0,135.0,135.0,135.0,2921.0,1481.0,2554.0,1132.0,Is my treatment covered (IMTC)
Support,Solved,Low,Mail,2023-05-22 12:25:00,2023-06-07 18:56:00,2023-05-22 13:15:00,2023-05-22 13:15:00,2023-06-07 18:56:00.000000000,391.0,4,4,6.0,87.0,1459.0,739.0,23430.0,11910.0,1492.0,772.0,Is my treatment covered (IMTC)
Reimbursement Claims,Hold,Low,Mail,2023-05-22 16:28:00,2023-06-14 16:12:00,2023-05-22 17:41:00,2023-05-22 17:41:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,4,5.0,546.0,1266.0,546.0,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Support,Solved,Low,Mail,2023-05-25 09:41:00,2023-06-03 08:31:00,2023-05-25 10:30:00,2023-05-25 10:30:00,2023-06-03 08:31:00.000000000,215.0,4,4,2.0,55.0,1744.0,1024.0,12890.0,6439.0,9079.0,4088.0,Claims
Reimbursement Claims,Solved,Low,Mail,2023-05-25 18:48:00,2023-06-18 00:02:00,2023-05-26 10:28:00,2023-05-26 10:28:00,2023-06-18 00:02:00.000000000,514.5,Offered,4,6.0,497.0,1217.0,497.0,30808.5,15526.0,27200.0,13831.0,Not Fill
Support,Solved,Low,Internal Communication,2023-05-30 11:29:00,2023-06-07 14:21:00,2023-06-07 14:21:00,2023-05-30 12:04:00,2023-06-07 14:19:00.000000000,195.0,Offered,4,3.0,57.0,35.0,35.0,11690.0,5930.0,10088.0,5048.0,Not Fill
Reimbursement Claims,Open,Low,Mail,2023-04-01 18:59:00,2023-06-19 06:46:00,2023-04-02 23:26:00,2023-04-02 23:26:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,3,6.0,1561.0,13228.0,6601.0,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Support,Closed,Low,Mail,2023-04-01 19:58:00,2023-05-18 06:08:00,2023-04-02 15:01:00,2023-04-02 15:01:00,2023-04-19 09:45:00.000000000,422.0,Offered,3,6.0,495.0,5165.0,2285.0,25307.0,12347.0,9253.0,4213.0,Claims
Support,Solved,Low,Mail,2023-04-02 09:26:00,2023-06-04 18:57:00,2023-04-02 15:02:00,2023-04-02 15:02:00,2023-06-04 18:57:00.000000000,514.5,4,3,5.0,357.0,693.0,693.0,30808.5,15526.0,5265.0,3186.0,Is my treatment covered (IMTC)
Onboardings,Closed,Low,Mail,2023-04-02 11:33:00,2023-05-26 06:10:00,2023-04-03 15:45:00,2023-04-03 15:45:00,2023-04-27 12:17:00.000000000,514.5,Offered,3,6.0,1286.0,23216.0,11696.0,30808.5,15526.0,4327.0,2840.0,Not Fill
Reimbursement Claims,Hold,Low,Mail,2023-04-03 15:39:00,2023-06-14 19:13:00,2023-04-03 16:05:00,2023-04-03 16:05:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,3,6.0,667.0,24874.0,12791.5,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Support,Closed,Low,Mail,2023-04-03 17:55:00,2023-05-31 06:09:00,2023-04-03 18:08:00,2023-04-03 18:08:00,2023-05-02 12:46:00.000000000,514.5,4,3,6.0,20.0,2399.0,959.0,30808.5,15526.0,9708.0,4667.0,Is my treatment covered (IMTC)
Reimbursement Claims,Closed,Low,OutBound,2023-04-03 19:13:00,2023-04-12 17:27:00,2023-04-06 12:12:00,2023-04-03 19:13:00,2023-04-06 13:11:00.000000000,66.0,Offered,3,2.0,455.0,0.0,0.0,3957.0,1797.0,3782.0,1622.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-03 23:00:00,2023-06-03 06:08:00,2023-04-28 17:23:00,2023-04-04 10:04:00,2023-05-05 17:32:00.000000000,514.5,Offered,3,6.0,1164.0,2647.0,1328.0,30808.5,15526.0,13779.0,6739.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-04 07:00:00,2023-06-07 07:36:00,2023-04-06 22:33:00,2023-04-06 22:33:00,2023-05-13 08:57:00.000000000,514.5,Offered,3,4.0,2160.0,3813.0,2160.0,30808.5,15526.0,4809.0,2438.0,Not Fill
Reimbursement Claims,Solved,Low,Mail,2023-04-04 11:05:00,2023-05-31 11:58:00,2023-04-04 16:11:00,2023-04-04 16:11:00,2023-05-31 11:58:00.000000000,514.5,Offered,3,6.0,594.0,8888.0,4568.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-04 11:46:00,2023-05-20 06:10:00,2023-04-04 15:58:00,2023-04-04 15:58:00,2023-04-21 18:40:00.000000000,415.0,Offered,3,6.0,488.0,3338.0,1898.0,24894.0,12654.0,19341.0,10155.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-04 20:37:00,2023-05-05 06:08:00,2023-04-05 10:20:00,2023-04-05 10:20:00,2023-04-06 13:49:00.000000000,41.0,Offered,3,3.0,587.0,1307.0,587.0,2472.0,1032.0,2200.0,817.0,Not Fill
Support,Closed,Low,Mail,2023-04-04 21:36:00,2023-05-20 06:10:00,2023-04-05 07:20:00,2023-04-05 07:20:00,2023-04-21 15:30:00.000000000,402.0,Offered,3,0.0,1852.1139498432601,1224.0,540.0,24114.0,11911.0,15640.0,7756.0,Not Fill
Support,Closed,Low,Mail,2023-04-04 22:29:00,2023-05-10 06:11:00,2023-04-05 07:22:00,2023-04-05 07:22:00,2023-04-11 13:23:00.000000000,159.0,4,3,6.0,21.0,2088.0,738.0,9534.0,4584.0,9333.0,4383.0,Manage dependents
Endorsements,Solved,Low,Mail,2023-04-05 07:00:00,2023-06-08 12:34:00,2023-04-05 14:54:00,2023-04-05 14:54:00,2023-06-08 12:34:00.000000000,514.5,Offered,3,6.0,355.0,24874.0,12791.5,30808.5,15526.0,7467.0,3747.0,Not Fill
Support,Closed,Low,Closed Ticket,2023-04-05 10:38:00,2023-05-27 06:08:00,2023-04-06 10:33:00,2023-04-06 10:33:00,2023-04-28 17:39:00.000000000,514.5,Offered,3,5.0,1004.0,1724.0,1004.0,30808.5,15526.0,12093.0,6333.0,Not Fill
Reimbursement Claims,Hold,Low,OutBound,2023-04-05 11:26:00,2023-04-12 17:27:00,2023-04-05 11:26:00,2023-04-05 11:26:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,3,3.0,540.0,0.0,0.0,12323.522002085505,6201.2645116440735,1584.0,864.0,Not Fill
Reimbursement Claims,Solved,Low,Mail,2023-04-06 07:48:00,2023-06-02 13:12:00,2023-04-06 15:09:00,2023-04-06 10:11:00,2023-06-02 13:12:00.000000000,514.5,Offered,3,6.0,720.0,918.0,720.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Support,Closed,Low,Internal Communication,2023-04-06 11:13:00,2023-05-16 06:09:00,2023-04-06 11:21:00,2023-04-06 11:21:00,2023-04-17 18:12:00.000000000,271.0,Offered,3,3.0,121.0,11450.0,5690.0,16259.0,8339.0,12390.0,5910.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-06 15:09:00,2023-06-12 13:38:00,2023-04-06 15:45:00,2023-04-06 15:45:00,2023-05-23 12:37:00.000000000,514.5,Offered,3,6.0,263.0,263.0,263.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Support,Closed,Low,Internal Communication,2023-04-06 16:14:00,2023-05-23 06:11:00,2023-04-06 16:38:00,2023-04-06 16:38:00,2023-04-24 10:17:00.000000000,426.0,Offered,3,1.0,3631.0,7231.0,3631.0,25563.0,12603.0,9261.0,4826.0,Not Fill
Support,Closed,Low,Mail,2023-04-06 16:22:00,2023-06-07 07:36:00,2023-04-06 18:04:00,2023-04-06 18:04:00,2023-05-11 06:53:00.000000000,514.5,4,3,6.0,106.0,8366.0,4046.0,30808.5,15526.0,10402.0,4769.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-06 17:58:00,2023-05-19 06:12:00,2023-04-06 18:38:00,2023-04-06 18:38:00,2023-04-20 21:31:00.000000000,340.0,Offered,3,1.0,182.0,197.0,182.0,20373.0,10262.0,655.0,610.0,Not Fill
Reimbursement Claims,Closed,Low,OutBound,2023-04-06 20:33:00,2023-05-09 06:08:00,2023-04-06 20:33:00,2023-04-06 20:33:00,2023-04-10 22:17:00.000000000,98.0,Offered,3,4.0,26.0,0.0,0.0,5864.0,2906.0,3470.0,1877.0,Not Fill
Support,Closed,Low,Mail,2023-04-06 22:48:00,2023-05-30 06:07:00,2023-04-07 13:30:00,2023-04-07 13:30:00,2023-05-01 13:01:00.000000000,514.5,Offered,3,6.0,316.0,6495.0,3004.0,30808.5,15526.0,11797.0,5426.0,Claims
Support,Closed,Low,Mail,2023-04-07 17:44:00,2023-06-07 07:36:00,2023-04-07 19:19:00,2023-04-07 19:19:00,2023-05-12 15:20:00.000000000,514.5,Offered,3,6.0,126.0,5693.0,2813.0,30808.5,15526.0,9523.0,5120.0,Claims
Support,Closed,Low,Mail,2023-04-08 12:26:00,2023-06-01 06:08:00,2023-04-08 15:50:00,2023-04-08 15:50:00,2023-05-03 15:25:00.000000000,514.5,4,3,4.0,314.0,6682.0,3394.0,30808.5,15526.0,10904.0,5456.0,Claims
Support,Closed,Low,Mail,2023-04-08 13:22:00,2023-06-10 16:36:00,2023-04-08 15:52:00,2023-04-08 15:52:00,2023-05-21 16:03:00.000000000,514.5,Offered,3,6.0,288.0,18774.0,9414.0,30808.5,15526.0,28951.5,14738.5,Telehealth
Support,Closed,Low,Mail,2023-04-08 15:07:00,2023-06-07 06:10:00,2023-04-08 15:53:00,2023-04-08 15:53:00,2023-05-09 09:36:00.000000000,514.5,Offered,3,5.0,66.0,1777.0,1057.0,30808.5,15526.0,5468.0,2967.0,Claims
Reimbursement Claims,Closed,Low,Mail,2023-04-09 21:04:00,2023-06-07 07:36:00,2023-04-10 15:23:00,2023-04-10 15:23:00,2023-05-11 12:08:00.000000000,514.5,Offered,3,6.0,1119.0,2555.0,1119.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Reimbursement Claims,Solved,Low,Mail,2023-04-10 11:11:00,2023-06-09 10:56:00,2023-04-10 15:57:00,2023-04-10 15:57:00,2023-06-09 10:56:00.000000000,514.5,Offered,3,6.0,1144.0,13245.0,6765.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-10 14:04:00,2023-05-31 06:09:00,2023-04-10 16:54:00,2023-04-10 16:54:00,2023-05-02 10:40:00.000000000,514.5,Offered,3,6.0,5.0,284.0,284.0,30808.5,15526.0,8846.0,4539.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-10 14:50:00,2023-06-13 23:34:00,2023-04-10 16:56:00,2023-04-10 16:56:00,2023-05-24 23:04:00.000000000,514.5,Offered,3,5.0,264.0,264.0,264.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Support,Hold,Low,Mail,2023-04-10 20:27:00,2023-06-15 13:57:00,2023-05-31 15:10:00,2023-04-11 08:53:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,3,6.0,53.0,12334.0,5854.0,12323.522002085505,6201.2645116440735,28951.5,14738.5,Claims
Support,Closed,Low,Mail,2023-04-10 20:43:00,2023-05-16 06:09:00,2023-04-11 08:53:00,2023-04-11 08:53:00,2023-04-17 15:22:00.000000000,163.0,Offered,3,5.0,34.0,2251.0,811.0,9759.0,4719.0,7788.0,3469.0,Claims
Support,Closed,Low,Mail,2023-04-11 08:21:00,2023-06-04 06:02:00,2023-04-11 08:55:00,2023-04-11 08:55:00,2023-05-06 22:56:00.000000000,514.5,Offered,3,5.0,97.0,155.0,116.0,30808.5,15526.0,24274.0,12502.0,Claims
Support,Closed,Low,Mail,2023-04-11 10:55:00,2023-05-26 06:09:00,2023-04-14 09:08:00,2023-04-11 11:58:00,2023-04-27 09:05:00.000000000,382.0,4,3,4.0,604.0,3291.0,1851.0,22930.0,11410.0,14649.0,7356.0,Claims
Endorsements,Pending,Low,Mail,2023-04-11 12:54:00,2023-06-16 19:13:00,2023-04-11 21:11:00,2023-04-11 21:11:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,3,0.0,1852.1139498432601,24874.0,12791.5,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-11 14:19:00,2023-06-07 06:10:00,2023-05-09 13:08:00,2023-04-11 14:58:00,2023-05-09 15:12:00.000000000,514.5,Offered,3,6.0,51.0,401.0,401.0,30808.5,15526.0,19494.0,10134.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-11 16:12:00,2023-05-16 14:16:00,2023-05-16 14:16:00,2023-04-11 17:34:00,2023-05-16 14:16:00.000000000,514.5,Offered,3,4.0,130.0,240.0,240.0,30808.5,15526.0,6261.0,3381.0,Not Fill
Support,Closed,Low,Mail,2023-04-11 19:50:00,2023-05-25 06:10:00,2023-04-12 08:47:00,2023-04-12 08:47:00,2023-04-26 12:08:00.000000000,352.0,4,3,6.0,85.0,8388.0,4068.0,21138.0,10338.0,18826.0,8863.0,Claims
Support,Solved,Low,Mail,2023-04-11 21:54:00,2023-06-03 23:12:00,2023-04-25 17:18:00,2023-04-12 08:48:00,2023-06-03 23:12:00.000000000,514.5,Offered,3,6.0,359.0,11265.0,5560.0,30808.5,15526.0,25815.0,13472.0,HR Queries
Reimbursement Claims,Closed,Low,Mail,2023-04-12 10:22:00,2023-05-17 06:11:00,2023-04-12 15:53:00,2023-04-12 15:53:00,2023-04-18 18:08:00.000000000,152.0,Offered,3,2.0,637.0,825.0,637.0,9106.0,4786.0,5862.0,3514.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 12:02:00,2023-05-24 06:09:00,2023-04-12 14:06:00,2023-04-12 14:06:00,2023-04-25 11:26:00.000000000,311.0,4,3,6.0,234.0,8707.0,4387.0,18684.0,9324.0,9846.0,4806.0,Is my treatment covered (IMTC)
Reimbursement Claims,Closed,Low,Mail,2023-04-12 12:34:00,2023-05-25 06:10:00,2023-04-12 16:03:00,2023-04-12 16:03:00,2023-04-26 14:54:00.000000000,338.0,Offered,3,6.0,2896.0,5776.0,2896.0,20300.0,10220.0,19853.0,9773.0,Not Fill
Reimbursement Claims,Solved,Low,OutBound,2023-04-12 15:20:00,2023-06-01 18:11:00,2023-04-12 15:20:00,2023-04-12 15:20:00,2023-06-01 18:11:00.000000000,514.5,Offered,3,6.0,4363.28487460815,0.0,0.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 15:53:00,2023-06-01 06:08:00,2023-04-12 16:29:00,2023-04-12 16:29:00,2023-05-03 11:38:00.000000000,500.0,Offered,3,4.0,246.0,246.0,246.0,29985.0,14865.0,11076.0,5360.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 16:52:00,2023-05-25 06:10:00,2023-04-12 17:22:00,2023-04-12 17:22:00,2023-04-26 23:02:00.000000000,342.0,Offered,3,6.0,49.0,11205.0,5445.0,20531.0,10328.0,17599.0,8816.0,Is my treatment covered (IMTC)
Reimbursement Claims,Solved,Low,Mail,2023-04-12 19:07:00,2023-05-30 22:30:00,2023-04-13 10:59:00,2023-04-13 10:59:00,2023-05-30 22:30:00.000000000,514.5,Offered,3,6.0,707.0,3970.0,1810.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Urgent,Mail,2023-04-13 11:58:00,2023-05-20 06:09:00,2023-04-13 14:42:00,2023-04-13 14:42:00,2023-04-21 17:01:00.000000000,197.0,Offered,3,6.0,3037.0,10012.0,4972.0,11823.0,6063.0,7177.0,3577.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-15 00:19:00,2023-06-13 15:39:00,2023-04-16 21:21:00,2023-04-16 21:21:00,2023-05-24 15:22:00.000000000,514.5,Offered,3,3.0,2160.0,4206.0,2160.0,30808.5,15526.0,21460.0,10808.0,Not Fill
Endorsements,Pending,Low,Mail,2023-04-15 07:00:00,2023-06-15 16:41:00,2023-04-17 11:46:00,2023-04-17 11:46:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,3,6.0,2356.0,24874.0,12791.5,12323.522002085505,6201.2645116440735,18642.0,9163.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-15 19:57:00,2023-06-07 07:35:00,2023-05-04 13:12:00,2023-04-15 20:01:00,2023-05-11 12:19:00.000000000,514.5,Offered,3,5.0,63.0,2419.0,979.0,30808.5,15526.0,13625.0,6425.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-16 06:49:00,2023-05-26 06:09:00,2023-04-16 21:39:00,2023-04-16 21:39:00,2023-04-27 11:57:00.000000000,269.0,Offered,3,4.0,1269.0,2120.0,1269.0,16148.0,8098.0,3241.0,1670.0,Not Fill
Reimbursement Claims,Hold,Low,Mail,2023-04-16 10:55:00,2023-06-15 16:56:00,2023-04-16 21:41:00,2023-04-16 21:41:00,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,3,6.0,1676.0,3212.0,1772.0,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-16 11:01:00,2023-05-18 06:08:00,2023-04-16 21:42:00,2023-04-16 21:42:00,2023-04-19 12:31:00.000000000,74.0,Offered,3,3.0,1544.0,2984.0,1544.0,4410.0,2250.0,3408.0,1969.0,Not Fill
Support,Closed,Low,Mail,2023-04-17 14:56:00,2023-06-03 06:08:00,2023-04-17 15:42:00,2023-04-17 15:42:00,2023-05-05 16:18:00.000000000,433.0,2,3,2.0,46.0,4270.0,2110.0,26003.0,13043.0,4368.0,2208.0,Claims
Reimbursement Claims,Solved,Low,Mail,2023-04-17 21:47:00,2023-06-09 10:04:00,2023-04-18 14:10:00,2023-04-18 10:09:00,2023-06-09 10:04:00.000000000,514.5,Offered,3,5.0,1440.0,3095.0,1440.0,30808.5,15526.0,28951.5,14738.5,Not Fill
Support,Closed,Low,Internal Communication,2023-04-17 22:47:00,2023-06-07 07:35:00,2023-05-04 14:53:00,2023-04-18 08:42:00,2023-05-11 17:45:00.000000000,514.5,Offered,3,3.0,0.0,963.0,351.0,30808.5,15526.0,12204.0,5864.0,Not Fill
